Metal,Substrate,theta,Temp,Me_MagpieData mean Number,Me_MagpieData mean MendeleevNumber,Me_MagpieData mean AtomicWeight,Me_MagpieData mean MeltingT,Me_MagpieData mean Column,Me_MagpieData mean Row,Me_MagpieData mean CovalentRadius,Me_MagpieData mean Electronegativity,Me_MagpieData mean NsValence,Me_MagpieData mean NpValence,Me_MagpieData mean NdValence,Me_MagpieData mean NfValence,Me_MagpieData mean NValence,Me_MagpieData mean NsUnfilled,Me_MagpieData mean NpUnfilled,Me_MagpieData mean NdUnfilled,Me_MagpieData mean NUnfilled,Me_MagpieData mean GSvolume_pa,Me_MagpieData mean GSbandgap,Me_MagpieData mean GSmagmom,Me_MagpieData mean SpaceGroupNumber,Ce_MagpieData mean Number,Ce_MagpieData mean MendeleevNumber,Ce_MagpieData mean AtomicWeight,Ce_MagpieData mean MeltingT,Ce_MagpieData mean Column,Ce_MagpieData mean Row,Ce_MagpieData mean CovalentRadius,Ce_MagpieData mean Electronegativity,Ce_MagpieData mean NsValence,Ce_MagpieData mean NpValence,Ce_MagpieData mean NdValence,Ce_MagpieData mean NfValence,Ce_MagpieData mean NValence,Ce_MagpieData mean NsUnfilled,Ce_MagpieData mean NpUnfilled,Ce_MagpieData mean NdUnfilled,Ce_MagpieData mean NfUnfilled,Ce_MagpieData mean NUnfilled,Ce_MagpieData mean GSvolume_pa,Ce_MagpieData mean GSbandgap,Ce_MagpieData mean GSmagmom,Ce_MagpieData mean SpaceGroupNumber
Sn0.98Ti0.02,Mg1F2,56,973,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn0.98Ti0.02,Mg1F2,107,1173,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn0.98Ti0.02,Ba1F2,64,973,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn0.98Ti0.02,Ba1F2,31,1173,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn0.98Ti0.02,Ba1F2,67,1273,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn0.98Ti0.02,Ca1F2,97,973,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn0.98Ti0.02,Ca1F2,67,1173,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn0.98Ti0.02,Ca1F2,34,1273,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn0.98Ti0.02,Ca1F2,92,1373,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu0.637Ti0.363,Mg1F2,118,1423,26.459,56.377,57.854523,1569.48249,8.459,4,142.164,1.76932,1.363,0,7.096,0,8.459,0.637,0,2.904,3.541,13.11006,0,8.18E-06,213.747,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ni0.752Hf0.248,Mg1F2,120,1423,38.912,57.032,88.4029568,1920.944,8.512,4.496,136.648,1.75872,2,0,6.512,3.472,11.984,0,0,3.488,3.488,13.26624,0,0.447736814,217.312,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Cu0.737Hf0.263,Ba1F2,110,1473,40.309,59.003,93.776272,1659.75449,9.159,4.526,143.309,1.7422,1.263,0,7.896,3.682,12.841,0.737,0,2.104,2.841,13.99719,0,0,216.847,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Cu0.43Ti0.57,Ca1F2,119,1423,25.01,52.03,54.60897,1690.2111,7.01,4,147.96,1.6948,1.57,0,5.44,0,7.01,0.43,0,4.56,4.99,14.2734,0,1.28E-05,207.33,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu0.455Ti0.482Zr0.063,Ca1F2,132,1473,26.319,52.618,57.732436,1687.41135,7.185,4.063,148.205,1.69057,1.545,0,5.64,0,7.185,0.455,0,4.36,4.815,14.542715,0,1.09E-05,208.105,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Al2O3,132.4475524,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.992Ti0.008,Al2O3,91.04895105,1423,28.944,63.832,63.420568,1362.43584,10.944,4,132.224,1.89712,1.008,0,9.936,0,10.944,0.992,0,0.064,1.056,11.11496,0,1.80E-07,224.752,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.977Ti0.023,Al2O3,51.32867133,1423,28.839,63.517,63.185383,1371.18429,10.839,4,132.644,1.89172,1.023,0,9.816,0,10.839,0.977,0,0.184,1.161,11.19926,0,5.18E-07,224.287,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.969Ti0.031,Al2O3,40.6993007,1423,28.783,63.349,63.059951,1375.85013,10.783,4,132.868,1.88884,1.031,0,9.752,0,10.783,0.969,0,0.248,1.217,11.24422,0,6.99E-07,224.039,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.96Ti0.04,Al2O3,32.30769231,1423,28.72,63.16,62.91884,1381.0992,10.72,4,133.12,1.8856,1.04,0,9.68,0,10.72,0.96,0,0.32,1.28,11.2948,0,9.01E-07,223.76,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.948Ti0.052,Al2O3,27.27272727,1423,28.636,62.908,62.730692,1388.09796,10.636,4,133.456,1.88128,1.052,0,9.584,0,10.636,0.948,0,0.416,1.364,11.36224,0,1.17E-06,223.388,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.937Ti0.063,Al2O3,22.7972028,1423,28.559,62.677,62.558223,1394.51349,10.559,4,133.764,1.87732,1.063,0,9.496,0,10.559,0.937,0,0.504,1.441,11.42406,0,1.42E-06,223.047,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.927Ti0.073,Al2O3,17.2027972,1423,28.489,62.467,62.401433,1400.34579,10.489,4,134.044,1.87372,1.073,0,9.416,0,10.489,0.927,0,0.584,1.511,11.48026,0,1.64E-06,222.737,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.915Ti0.085,Al2O3,13.84615385,1423,28.405,62.215,62.213285,1407.34455,10.405,4,134.38,1.8694,1.085,0,9.32,0,10.405,0.915,0,0.68,1.595,11.5477,0,1.92E-06,222.365,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.908Ti0.092,Al2O3,11.60839161,1423,28.356,62.068,62.103532,1411.42716,10.356,4,134.576,1.86688,1.092,0,9.264,0,10.356,0.908,0,0.736,1.644,11.58704,0,2.07E-06,222.148,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Mg1F2,140.9755774,577,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,136.378699,674,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,134.3089108,777,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,127.9683202,880,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,124.9222918,974,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,119.1655897,1080,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,115.3454618,1178,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,114.4381483,1278,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Mg1F2,109.4555456,1378,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,148.2871061,473,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,144.0825794,573,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,143.3694536,673,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,139.357789,773,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,130.1057096,873,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,127.2538688,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
In,Mg1F2,122.4641283,1073,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,131.7162077,373,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,127.8987308,473,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,126.7959042,573,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,122.9824038,673,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,120.9073135,773,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,116.7041124,873,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,116.1851741,973,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,112.1708586,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Mg1F2,110.2992345,1173,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Al,Mg1F2,111.5286476,973,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Al,Mg1F2,104.2131425,1073,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Al,Mg1F2,103.1142923,1173,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Al,Mg1F2,95.4104119,1273,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Cu,Mg1F2,133.146436,1373,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Cu,Mg1F2,123.0831428,1433,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Au,Mg1F2,122.4687676,1383,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ag,Mg1F2,120.6548033,1283,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Ba1F2,144.0597015,573,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,139.761194,673,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,134.5671642,773,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,132.0597015,873,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,125.0746269,973,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,124,1073,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,117.7313433,1173,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,115.4029851,1273,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Ba1F2,109.8507463,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Ba1F2,150.3283582,473,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Ba1F2,147.1044776,573,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Ba1F2,144.7761194,673,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Ba1F2,139.9402985,773,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Ba1F2,138.1492537,873,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Ba1F2,132.0597015,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,139.9402985,373,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,137.6119403,473,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,134.7462687,573,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,130.9850746,673,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,126.1492537,773,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Ba1F2,123.2835821,873,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
